,Unnamed: 0.1,Unnamed: 0,trials,x,z,z_scaled,kernel,globalmax,t,id,environment,horizons,agent,Edistance
107,107,0,0,7,50.53684940518911,35,0,70,0.6,17,rough,5,per_gpt,-1
108,108,1,1,8,74.40650857610247,52,0,70,0.6,17,rough,5,per_gpt,1
109,109,2,2,9,95.52038482559212,67,0,70,0.6,17,rough,5,per_gpt,1
110,110,3,3,10,74.82169457852379,52,0,70,0.6,17,rough,5,per_gpt,1
111,111,4,4,11,42.86467174000505,30,0,70,0.6,17,rough,5,per_gpt,1
112,112,5,5,9,95.52038482559212,66,0,70,0.6,17,rough,5,per_gpt,2
113,113,0,0,10,100.0,74,20,73,0.8,18,rough,5,per_gpt,-1
114,114,1,1,9,50.040976858037965,37,20,73,0.8,18,rough,5,per_gpt,1
115,115,2,2,11,70.69256952351188,52,20,73,0.8,18,rough,5,per_gpt,2
116,116,3,3,12,45.21617528621696,32,20,73,0.8,18,rough,5,per_gpt,1
117,117,4,4,11,70.69256952351188,52,20,73,0.8,18,rough,5,per_gpt,1
118,118,5,5,13,46.18200015418462,34,20,73,0.8,18,rough,5,per_gpt,2
119,119,0,0,5,16.94480926269691,11,6,62,0.0,19,rough,5,per_gpt,-1
120,120,1,1,6,31.370277346534348,19,6,62,0.0,19,rough,5,per_gpt,1
121,121,2,2,7,37.4444552408464,24,6,62,0.0,19,rough,5,per_gpt,1
122,122,3,3,8,8.09117159078142,6,6,62,0.0,19,rough,5,per_gpt,1
123,123,4,4,7,37.4444552408464,24,6,62,0.0,19,rough,5,per_gpt,1
124,124,5,5,6,31.370277346534348,20,6,62,0.0,19,rough,5,per_gpt,1
125,125,0,0,15,67.87040437867742,42,23,61,0.2,20,rough,5,per_gpt,-1
126,126,1,1,14,68.59250998356424,40,23,61,0.2,20,rough,5,per_gpt,1
127,127,2,2,16,81.68598723679837,49,23,61,0.2,20,rough,5,per_gpt,2
128,128,3,3,17,89.2074689064824,55,23,61,0.2,20,rough,5,per_gpt,1
129,129,4,4,18,66.6395086469638,40,23,61,0.2,20,rough,5,per_gpt,1
130,130,5,5,19,50.39791783503856,29,23,61,0.2,20,rough,5,per_gpt,1
131,131,0,0,1,77.43258240810658,50,3,65,0.4,21,rough,5,per_gpt,-1
132,132,1,1,2,77.48911627662383,49,3,65,0.4,21,rough,5,per_gpt,1
133,133,2,2,3,57.7154421655306,37,3,65,0.4,21,rough,5,per_gpt,1
134,134,3,3,4,42.15831457575141,28,3,65,0.4,21,rough,5,per_gpt,1
135,135,4,4,5,37.34525299238103,25,3,65,0.4,21,rough,5,per_gpt,1
136,136,5,5,6,21.97532723804139,15,3,65,0.4,21,rough,5,per_gpt,1
137,137,0,0,7,27.22430179886226,21,19,78,0.4,22,rough,10,per_gpt,-1
138,138,1,1,8,50.35127606287736,39,19,78,0.4,22,rough,10,per_gpt,1
139,139,2,2,9,51.85585717629998,40,19,78,0.4,22,rough,10,per_gpt,1
140,140,3,3,10,54.88188641039034,43,19,78,0.4,22,rough,10,per_gpt,1
141,141,4,4,11,74.59675833050228,57,19,78,0.4,22,rough,10,per_gpt,1
142,142,5,5,12,88.42934598303646,70,19,78,0.4,22,rough,10,per_gpt,1
143,143,6,6,13,100.0,78,19,78,0.4,22,rough,10,per_gpt,1
144,144,7,7,14,96.36546096148284,75,19,78,0.4,22,rough,10,per_gpt,1
145,145,8,8,15,96.54237027436136,77,19,78,0.4,22,rough,10,per_gpt,1
146,146,9,9,14,96.36546096148284,77,19,78,0.4,22,rough,10,per_gpt,1
147,147,10,10,13,100.0,79,19,78,0.4,22,rough,10,per_gpt,1
148,148,0,0,9,84.05808456138621,52,21,62,0.6,23,rough,5,per_gpt,-1
149,149,1,1,10,56.83602999938835,37,21,62,0.6,23,rough,5,per_gpt,1
150,150,2,2,8,100.0,63,21,62,0.6,23,rough,5,per_gpt,2
151,151,3,3,7,57.330198803611175,36,21,62,0.6,23,rough,5,per_gpt,1
152,152,4,4,9,84.05808456138621,52,21,62,0.6,23,rough,5,per_gpt,2
153,153,5,5,8,100.0,62,21,62,0.6,23,rough,5,per_gpt,1
154,154,0,0,14,35.54319846638396,27,33,80,0.8,24,rough,5,per_gpt,-1
155,155,1,1,13,30.6270934850429,28,33,80,0.8,24,rough,5,per_gpt,1
156,156,2,2,15,69.74800921499919,54,33,80,0.8,24,rough,5,per_gpt,2
157,157,3,3,16,62.835571058293446,50,33,80,0.8,24,rough,5,per_gpt,1
158,158,4,4,17,48.55516678212551,38,33,80,0.8,24,rough,5,per_gpt,1
159,159,5,5,18,73.29903376579091,59,33,80,0.8,24,rough,5,per_gpt,1
160,160,0,0,14,0.0,0,20,73,0.0,25,rough,5,per_gpt,-1
161,161,1,1,15,28.93261012798082,23,20,73,0.0,25,rough,5,per_gpt,1
162,162,2,2,16,47.29404948031451,33,20,73,0.0,25,rough,5,per_gpt,1
163,163,3,3,17,33.11263310673438,25,20,73,0.0,25,rough,5,per_gpt,1
164,164,4,4,18,59.450095416956216,45,20,73,0.0,25,rough,5,per_gpt,1
165,165,5,5,19,54.449039465566194,39,20,73,0.0,25,rough,5,per_gpt,1
166,166,0,0,19,0.0,0,10,80,0.2,26,rough,5,per_gpt,-1
167,167,1,1,18,14.93996640954031,11,10,80,0.2,26,rough,5,per_gpt,1
168,168,2,2,17,51.87488927640268,41,10,80,0.2,26,rough,5,per_gpt,1
169,169,3,3,16,100.0,80,10,80,0.2,26,rough,5,per_gpt,1
170,170,4,4,15,62.15778629619544,52,10,80,0.2,26,rough,5,per_gpt,1
171,171,5,5,14,55.617281832915765,44,10,80,0.2,26,rough,5,per_gpt,1
172,172,0,0,17,26.62463087682369,20,2,76,0.4,27,rough,5,per_gpt,-1
173,173,1,1,18,54.20643362905994,43,2,76,0.4,27,rough,5,per_gpt,1
174,174,2,2,19,22.32997009761556,16,2,76,0.4,27,rough,5,per_gpt,1
175,175,3,3,16,0.0,0,2,76,0.4,27,rough,5,per_gpt,3
176,176,4,4,18,54.20643362905994,41,2,76,0.4,27,rough,5,per_gpt,2
177,177,5,5,20,26.2417365951974,20,2,76,0.4,27,rough,5,per_gpt,2
178,178,0,0,12,70.99794034296423,54,33,77,0.6,28,rough,5,per_gpt,-1
179,179,1,1,13,30.6270934850429,23,33,77,0.6,28,rough,5,per_gpt,1
180,180,2,2,11,86.05779054676186,66,33,77,0.6,28,rough,5,per_gpt,2
181,181,3,3,10,56.88995775163305,44,33,77,0.6,28,rough,5,per_gpt,1
182,182,4,4,14,35.54319846638396,27,33,77,0.6,28,rough,5,per_gpt,4
183,183,5,5,11,86.05779054676186,66,33,77,0.6,28,rough,5,per_gpt,3
184,184,0,0,3,10.42706650637551,6,12,68,0.8,29,rough,5,per_gpt,-1
185,185,1,1,4,12.60834807113665,7,12,68,0.8,29,rough,5,per_gpt,1
186,186,2,2,5,55.03712021650681,38,12,68,0.8,29,rough,5,per_gpt,1
187,187,3,3,6,35.96926243455298,23,12,68,0.8,29,rough,5,per_gpt,1
188,188,4,4,5,55.03712021650681,39,12,68,0.8,29,rough,5,per_gpt,1
189,189,5,5,6,35.96926243455298,26,12,68,0.8,29,rough,5,per_gpt,1
190,190,0,0,27,70.07990645578091,45,23,64,0.0,30,rough,5,per_gpt,-1
191,191,1,1,26,94.18013116297988,60,23,64,0.0,30,rough,5,per_gpt,1
192,192,2,2,25,100.0,64,23,64,0.0,30,rough,5,per_gpt,1
193,193,3,3,24,70.46905508594735,46,23,64,0.0,30,rough,5,per_gpt,1
194,194,4,4,28,87.3062679733712,55,23,64,0.0,30,rough,5,per_gpt,4
195,195,5,5,29,94.9224105566015,60,23,64,0.0,30,rough,5,per_gpt,1
196,196,0,0,8,83.42298616851657,62,8,73,1.0,31,smooth,10,per_gpt,-1
197,197,1,1,9,95.45863959984456,71,8,73,1.0,31,smooth,10,per_gpt,1
198,198,2,2,10,100.0,72,8,73,1.0,31,smooth,10,per_gpt,1
199,199,3,3,11,95.03491713282912,67,8,73,1.0,31,smooth,10,per_gpt,1
200,200,4,4,12,85.72766181145714,63,8,73,1.0,31,smooth,10,per_gpt,1
201,201,5,5,13,74.74229379171358,54,8,73,1.0,31,smooth,10,per_gpt,1
202,202,6,6,9,95.45863959984456,68,8,73,1.0,31,smooth,10,per_gpt,4
203,203,7,7,10,100.0,72,8,73,1.0,31,smooth,10,per_gpt,1
204,204,8,8,11,95.03491713282912,68,8,73,1.0,31,smooth,10,per_gpt,1
205,205,9,9,8,83.42298616851657,61,8,73,1.0,31,smooth,10,per_gpt,3
206,206,10,10,9,95.45863959984456,70,8,73,1.0,31,smooth,10,per_gpt,1
207,207,0,0,25,31.32798475595489,21,19,62,0.2,32,rough,5,per_gpt,-1
208,208,1,1,26,45.52916046228112,28,19,62,0.2,32,rough,5,per_gpt,1
209,209,2,2,27,51.59010349805373,32,19,62,0.2,32,rough,5,per_gpt,1
210,210,3,3,28,31.543951166824208,20,19,62,0.2,32,rough,5,per_gpt,1
211,211,4,4,29,53.35744642555847,33,19,62,0.2,32,rough,5,per_gpt,1
212,212,5,5,30,52.26178625142612,31,19,62,0.2,32,rough,5,per_gpt,1
213,213,0,0,18,23.23188442879064,17,28,74,0.0,33,rough,10,per_gpt,-1
214,214,1,1,19,63.6846270253349,47,28,74,0.0,33,rough,10,per_gpt,1
215,215,2,2,20,96.52127306083894,71,28,74,0.0,33,rough,10,per_gpt,1
216,216,3,3,21,100.0,73,28,74,0.0,33,rough,10,per_gpt,1
217,217,4,4,22,73.02456119046754,53,28,74,0.0,33,rough,10,per_gpt,1
218,218,5,5,23,42.64702750244219,31,28,74,0.0,33,rough,10,per_gpt,1
219,219,6,6,19,63.6846270253349,47,28,74,0.0,33,rough,10,per_gpt,4
220,220,7,7,20,96.52127306083894,69,28,74,0.0,33,rough,10,per_gpt,1
221,221,8,8,21,100.0,73,28,74,0.0,33,rough,10,per_gpt,1
222,222,9,9,22,73.02456119046754,54,28,74,0.0,33,rough,10,per_gpt,1
223,223,10,10,20,96.52127306083894,73,28,74,0.0,33,rough,10,per_gpt,2
224,224,0,0,20,82.9469592728304,50,8,61,0.4,34,rough,5,per_gpt,-1
225,225,1,1,19,100.0,59,8,61,0.4,34,rough,5,per_gpt,1
226,226,2,2,21,29.95258393964817,20,8,61,0.4,34,rough,5,per_gpt,2
227,227,3,3,19,100.0,61,8,61,0.4,34,rough,5,per_gpt,2
228,228,4,4,18,53.02106499335952,30,8,61,0.4,34,rough,5,per_gpt,1
229,229,5,5,19,100.0,61,8,61,0.4,34,rough,5,per_gpt,1
230,230,0,0,3,29.55272584909711,18,4,63,0.6,35,rough,5,per_gpt,-1
231,231,1,1,4,52.86920448121384,33,4,63,0.6,35,rough,5,per_gpt,1
232,232,2,2,5,50.15230650563453,33,4,63,0.6,35,rough,5,per_gpt,1
233,233,3,3,6,41.74068480812776,27,4,63,0.6,35,rough,5,per_gpt,1
234,234,4,4,4,52.86920448121384,32,4,63,0.6,35,rough,5,per_gpt,2
235,235,5,5,5,50.15230650563453,32,4,63,0.6,35,rough,5,per_gpt,1
236,236,0,0,24,32.99642177646217,23,38,75,0.8,36,rough,5,per_gpt,-1
237,237,1,1,23,57.30206631586978,43,38,75,0.8,36,rough,5,per_gpt,1
238,238,2,2,22,70.52420838792563,51,38,75,0.8,36,rough,5,per_gpt,1
239,239,3,3,21,19.38193418110108,15,38,75,0.8,36,rough,5,per_gpt,1
240,240,4,4,23,57.30206631586978,42,38,75,0.8,36,rough,5,per_gpt,2
241,241,5,5,24,32.99642177646217,24,38,75,0.8,36,rough,5,per_gpt,1
242,242,0,0,29,40.8970258680955,35,12,80,0.0,37,rough,5,per_gpt,-1
243,243,1,1,28,8.38380014718469,9,12,80,0.0,37,rough,5,per_gpt,1
244,244,2,2,30,53.65913863312441,40,12,80,0.0,37,rough,5,per_gpt,2
245,245,3,3,27,0.0,0,12,80,0.0,37,rough,5,per_gpt,3
246,246,4,4,30,53.65913863312441,42,12,80,0.0,37,rough,5,per_gpt,3
247,247,5,5,29,40.8970258680955,33,12,80,0.0,37,rough,5,per_gpt,1
248,248,0,0,18,72.6775458708558,51,18,69,0.2,38,rough,5,per_gpt,-1
249,249,1,1,17,39.37130142647242,27,18,69,0.2,38,rough,5,per_gpt,1
250,250,2,2,19,42.24570493101173,29,18,69,0.2,38,rough,5,per_gpt,2
251,251,3,3,20,18.04696738433603,12,18,69,0.2,38,rough,5,per_gpt,1
252,252,4,4,19,42.24570493101173,28,18,69,0.2,38,rough,5,per_gpt,1
253,253,5,5,18,72.6775458708558,50,18,69,0.2,38,rough,5,per_gpt,1
254,254,0,0,2,48.32652904273229,38,4,77,0.4,39,rough,5,per_gpt,-1
255,255,1,1,3,29.55272584909711,25,4,77,0.4,39,rough,5,per_gpt,1
256,256,2,2,4,52.86920448121384,43,4,77,0.4,39,rough,5,per_gpt,1
257,257,3,3,5,50.15230650563453,38,4,77,0.4,39,rough,5,per_gpt,1
258,258,4,4,6,41.74068480812776,32,4,77,0.4,39,rough,5,per_gpt,1
259,259,5,5,4,52.86920448121384,40,4,77,0.4,39,rough,5,per_gpt,2
260,260,0,0,26,59.48990474360132,45,38,77,0.6,40,rough,5,per_gpt,-1
261,261,1,1,25,39.32196104924905,30,38,77,0.6,40,rough,5,per_gpt,1
262,262,2,2,27,56.315676766431,43,38,77,0.6,40,rough,5,per_gpt,2
263,263,3,3,28,55.10382329732314,41,38,77,0.6,40,rough,5,per_gpt,1
264,264,4,4,29,79.6405563065162,63,38,77,0.6,40,rough,5,per_gpt,1
265,265,5,5,30,100.0,76,38,77,0.6,40,rough,5,per_gpt,1
266,266,0,0,16,62.21130365145547,37,27,61,0.8,41,rough,5,per_gpt,-1
267,267,1,1,17,75.55603954098976,46,27,61,0.8,41,rough,5,per_gpt,1
268,268,2,2,18,100.0,60,27,61,0.8,41,rough,5,per_gpt,1
269,269,3,3,19,83.7687101803423,52,27,61,0.8,41,rough,5,per_gpt,1
270,270,4,4,20,79.95467053596134,47,27,61,0.8,41,rough,5,per_gpt,1
271,271,5,5,21,29.52536112595885,18,27,61,0.8,41,rough,5,per_gpt,1
272,272,0,0,29,41.34816446567319,30,2,76,0.0,42,rough,5,per_gpt,-1
273,273,1,1,28,50.47157841007584,40,2,76,0.0,42,rough,5,per_gpt,1
274,274,2,2,27,46.24724616134172,34,2,76,0.0,42,rough,5,per_gpt,1
275,275,3,3,30,54.26981603114386,41,2,76,0.0,42,rough,5,per_gpt,3
276,276,4,4,26,63.53954843639092,48,2,76,0.0,42,rough,5,per_gpt,4
277,277,5,5,25,63.14817855314118,48,2,76,0.0,42,rough,5,per_gpt,1
278,278,0,0,6,34.352476039347465,26,24,74,0.2,43,rough,5,per_gpt,-1
279,279,1,1,7,32.20277543337718,24,24,74,0.2,43,rough,5,per_gpt,1
280,280,2,2,8,52.15630870004625,38,24,74,0.2,43,rough,5,per_gpt,1
281,281,3,3,9,19.64169934092946,15,24,74,0.2,43,rough,5,per_gpt,1
282,282,4,4,8,52.15630870004625,38,24,74,0.2,43,rough,5,per_gpt,1
283,283,5,5,7,32.20277543337718,24,24,74,0.2,43,rough,5,per_gpt,1
284,284,0,0,2,12.40941286314462,10,12,77,0.2,44,rough,10,per_gpt,-1
285,285,1,1,3,10.42706650637551,8,12,77,0.2,44,rough,10,per_gpt,1
286,286,2,2,4,12.60834807113665,11,12,77,0.2,44,rough,10,per_gpt,1
287,287,3,3,5,55.03712021650681,42,12,77,0.2,44,rough,10,per_gpt,1
288,288,4,4,6,35.96926243455298,28,12,77,0.2,44,rough,10,per_gpt,1
289,289,5,5,7,6.24294832780476,5,12,77,0.2,44,rough,10,per_gpt,1
290,290,6,6,5,55.03712021650681,40,12,77,0.2,44,rough,10,per_gpt,2
291,291,7,7,4,12.60834807113665,9,12,77,0.2,44,rough,10,per_gpt,1
292,292,8,8,5,55.03712021650681,45,12,77,0.2,44,rough,10,per_gpt,1
293,293,9,9,6,35.96926243455298,28,12,77,0.2,44,rough,10,per_gpt,1
294,294,10,10,5,55.03712021650681,42,12,77,0.2,44,rough,10,per_gpt,1
295,295,0,0,27,48.30834947879356,30,6,63,0.4,45,rough,5,per_gpt,-1
296,296,1,1,26,97.63356965186142,60,6,63,0.4,45,rough,5,per_gpt,1
297,297,2,2,25,100.0,63,6,63,0.4,45,rough,5,per_gpt,1
298,298,3,3,24,65.90812806609082,43,6,63,0.4,45,rough,5,per_gpt,1
299,299,4,4,28,29.3347055914774,19,6,63,0.4,45,rough,5,per_gpt,4
300,300,5,5,29,38.31773531102703,26,6,63,0.4,45,rough,5,per_gpt,1
301,301,0,0,10,69.52364371772217,44,6,64,0.6,46,rough,5,per_gpt,-1
302,302,1,1,11,90.15239282341648,59,6,64,0.6,46,rough,5,per_gpt,1
303,303,2,2,12,76.1387498210849,49,6,64,0.6,46,rough,5,per_gpt,1
304,304,3,3,13,76.55780093565977,50,6,64,0.6,46,rough,5,per_gpt,1
305,305,4,4,11,90.15239282341648,57,6,64,0.6,46,rough,5,per_gpt,2
306,306,5,5,12,76.1387498210849,47,6,64,0.6,46,rough,5,per_gpt,1
307,307,0,0,11,64.59187672257227,48,8,74,0.8,47,rough,5,per_gpt,-1
308,308,1,1,12,67.47111689714541,48,8,74,0.8,47,rough,5,per_gpt,1
309,309,2,2,13,62.42994293834844,45,8,74,0.8,47,rough,5,per_gpt,1
310,310,3,3,14,45.6664753828438,35,8,74,0.8,47,rough,5,per_gpt,1
311,311,4,4,15,28.64179026369994,21,8,74,0.8,47,rough,5,per_gpt,1
312,312,5,5,14,45.6664753828438,34,8,74,0.8,47,rough,5,per_gpt,1
313,313,0,0,15,80.02557402236997,50,6,66,0.0,48,rough,5,per_gpt,-1
314,314,1,1,14,63.24338035085822,42,6,66,0.0,48,rough,5,per_gpt,1
315,315,2,2,16,41.03089002383268,26,6,66,0.0,48,rough,5,per_gpt,2
316,316,3,3,13,76.55780093565977,52,6,66,0.0,48,rough,5,per_gpt,3
317,317,4,4,17,66.95509431437915,45,6,66,0.0,48,rough,5,per_gpt,4
318,318,5,5,18,99.3617036115647,66,6,66,0.0,48,rough,5,per_gpt,1
319,319,0,0,13,32.109106814837,23,12,69,0.2,49,rough,5,per_gpt,-1
320,320,1,1,14,50.05065253915097,33,12,69,0.2,49,rough,5,per_gpt,1
321,321,2,2,15,100.0,69,12,69,0.2,49,rough,5,per_gpt,1
322,322,3,3,16,93.97966312264516,66,12,69,0.2,49,rough,5,per_gpt,1
